COUNTY,Date,Cases (Total),Cases (Confirmed Only),Cases (Probable Only),Total tests (new people),Total tests (susceptible test encounters),Total PCR tests (susceptible test encounters),Total Ag tests (susceptible test encounters),Total tests (specimens),Total PCR tests (specimens),Total Ag tests (specimens),Total Recovered,New Hospital Admission,Active Hospitalized Cases,Total Deaths,Total Active Cases,Cases Age 0-9,Cases Age 10-19,Cases Age 20-29,Cases Age 30-39,Cases Age 40-49,Cases Age 50-59,Cases Age 60-69,Cases Age 70-79,Cases Age 80+
Pierce,2020-08-05,0,0,0,12,34,34,0,35.0,35.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey,2020-08-05,0,0,0,14,42,42,0,46.0,46.0,0.0,2,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ransom,2020-08-05,0,0,0,4,4,4,0,4.0,4.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renville,2020-08-05,0,0,0,4,11,11,0,11.0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richland,2020-08-05,1,1,0,7,102,102,0,102.0,102.0,0.0,2,0.0,3.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rolette,2020-08-05,10,10,0,199,324,324,0,324.0,324.0,0.0,3,0.0,1.0,0.0,26.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0
Sargent,2020-08-05,0,0,0,1,10,10,0,10.0,10.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan,2020-08-05,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sioux,2020-08-05,1,1,0,7,15,15,0,15.0,15.0,0.0,0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Slope,2020-08-05,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stark,2020-08-05,2,2,0,35,177,177,0,181.0,181.0,0.0,3,0.0,2.0,0.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Steele,2020-08-05,0,0,0,1,5,5,0,5.0,5.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stutsman,2020-08-05,3,3,0,33,455,455,0,460.0,460.0,0.0,3,0.0,1.0,0.0,22.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0
Towner,2020-08-05,0,0,0,6,9,9,0,9.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traill,2020-08-05,1,1,0,5,13,13,0,17.0,17.0,0.0,1,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Unknown,2020-08-05,0,0,0,11,16,16,0,16.0,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walsh,2020-08-05,1,1,0,6,19,19,0,21.0,21.0,0.0,1,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ward,2020-08-05,7,7,0,110,543,543,0,546.0,546.0,0.0,6,0.0,1.0,0.0,40.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0
Wells,2020-08-05,1,1,0,18,21,21,0,21.0,21.0,0.0,1,0.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams,2020-08-05,3,3,0,122,161,161,0,172.0,172.0,0.0,4,0.0,1.0,0.0,39.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
Adams,2020-08-06,0,0,0,0,3,3,0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,2020-08-06,0,0,0,14,56,56,0,57.0,57.0,0.0,1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson,2020-08-06,2,2,0,19,47,47,0,51.0,51.0,0.0,9,0.0,4.0,0.0,54.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billings,2020-08-06,0,0,0,5,71,71,0,71.0,71.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottineau,2020-08-06,0,0,0,12,17,17,0,17.0,17.0,0.0,2,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowman,2020-08-06,0,0,0,5,9,9,0,9.0,9.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burke,2020-08-06,0,0,0,3,21,21,0,21.0,21.0,0.0,3,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burleigh,2020-08-06,25,25,0,294,736,736,0,745.0,745.0,0.0,19,3.0,12.0,0.0,227.0,1.0,2.0,8.0,5.0,4.0,2.0,1.0,0.0,2.0
Cass,2020-08-06,27,27,0,279,850,850,0,891.0,891.0,0.0,15,0.0,0.0,0.0,122.0,0.0,5.0,8.0,6.0,1.0,4.0,1.0,1.0,1.0
Cavalier,2020-08-06,0,0,0,6,16,16,0,19.0,19.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickey,2020-08-06,0,0,0,8,10,10,0,10.0,10.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divide,2020-08-06,1,1,0,1,3,3,0,3.0,3.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Dunn,2020-08-06,0,0,0,5,75,75,0,77.0,77.0,0.0,0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy,2020-08-06,0,0,0,44,58,58,0,58.0,58.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmons,2020-08-06,0,0,0,7,17,17,0,18.0,18.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster,2020-08-06,2,2,0,4,18,18,0,18.0,18.0,0.0,0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Golden Valley,2020-08-06,0,0,0,11,21,21,0,21.0,21.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Forks,2020-08-06,4,4,0,91,302,302,0,344.0,344.0,0.0,6,0.0,0.0,0.0,45.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
Grant,2020-08-06,0,0,0,3,6,6,0,6.0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griggs,2020-08-06,1,1,0,6,13,13,0,21.0,21.0,0.0,4,0.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Hettinger,2020-08-06,0,0,0,6,36,36,0,36.0,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kidder,2020-08-06,0,0,0,5,11,11,0,11.0,11.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMoure,2020-08-06,0,0,0,10,18,18,0,19.0,19.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan,2020-08-06,0,0,0,60,127,127,0,128.0,128.0,0.0,0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McHenry,2020-08-06,0,0,0,44,63,63,0,63.0,63.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McIntosh,2020-08-06,0,0,0,8,8,8,0,8.0,8.0,0.0,1,0.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McKenzie,2020-08-06,1,1,0,44,100,100,0,105.0,105.0,0.0,1,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
McLean,2020-08-06,5,5,0,68,120,120,0,121.0,121.0,0.0,3,1.0,1.0,0.0,24.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0
Mercer,2020-08-06,2,2,0,16,28,28,0,37.0,37.0,0.0,0,0.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Morton,2020-08-06,18,18,0,82,298,298,0,303.0,303.0,0.0,12,0.0,4.0,0.0,78.0,0.0,2.0,2.0,4.0,2.0,4.0,4.0,0.0,0.0
Mountrail,2020-08-06,0,0,0,19,85,85,0,89.0,89.0,0.0,1,0.0,3.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nelson,2020-08-06,1,1,0,9,38,38,0,41.0,41.0,0.0,1,0.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver,2020-08-06,0,0,0,3,5,5,0,7.0,7.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pembina,2020-08-06,0,0,0,5,31,31,0,36.0,36.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce,2020-08-06,0,0,0,10,69,69,0,72.0,72.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey,2020-08-06,2,2,0,151,212,212,0,222.0,222.0,0.0,4,0.0,0.0,0.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Ransom,2020-08-06,1,1,0,10,14,14,0,14.0,14.0,0.0,1,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Renville,2020-08-06,1,1,0,2,6,6,0,6.0,6.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Richland,2020-08-06,4,4,0,32,45,45,0,46.0,46.0,0.0,4,1.0,4.0,0.0,21.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Rolette,2020-08-06,4,4,0,113,193,193,0,195.0,195.0,0.0,3,0.0,1.0,0.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0
Sargent,2020-08-06,0,0,0,4,5,5,0,5.0,5.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan,2020-08-06,2,2,0,9,11,11,0,11.0,11.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Sioux,2020-08-06,3,3,0,3,8,8,0,10.0,10.0,0.0,1,0.0,3.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
Slope,2020-08-06,0,0,0,0,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stark,2020-08-06,19,19,0,220,448,448,0,454.0,454.0,0.0,7,0.0,2.0,0.0,74.0,0.0,0.0,5.0,6.0,3.0,2.0,3.0,0.0,0.0
Steele,2020-08-06,1,1,0,6,12,12,0,15.0,15.0,0.0,2,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stutsman,2020-08-06,2,2,0,44,551,551,0,558.0,558.0,0.0,2,0.0,1.0,0.0,22.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Towner,2020-08-06,0,0,0,6,10,10,0,10.0,10.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traill,2020-08-06,2,2,0,20,39,39,0,41.0,41.0,0.0,0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Unknown,2020-08-06,0,0,0,12,20,20,0,21.0,21.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walsh,2020-08-06,0,0,0,16,33,33,0,58.0,58.0,0.0,0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ward,2020-08-06,5,5,0,96,364,364,0,373.0,373.0,0.0,6,1.0,2.0,0.0,39.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0
Wells,2020-08-06,0,0,0,11,15,15,0,15.0,15.0,0.0,0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams,2020-08-06,14,14,0,60,136,136,0,142.0,142.0,0.0,5,0.0,1.0,0.0,48.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0
Adams,2020-08-07,0,0,0,0,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,2020-08-07,0,0,0,14,39,39,0,40.0,40.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson,2020-08-07,2,2,0,22,73,73,0,82.0,82.0,0.0,4,2.0,6.0,0.0,52.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Billings,2020-08-07,0,0,0,0,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottineau,2020-08-07,0,0,0,10,19,19,0,22.0,22.0,0.0,1,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowman,2020-08-07,0,0,0,0,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burke,2020-08-07,0,0,0,12,21,21,0,22.0,22.0,0.0,3,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burleigh,2020-08-07,35,35,0,278,1231,1231,0,1253.0,1253.0,0.0,38,0.0,11.0,1.0,223.0,2.0,3.0,10.0,3.0,3.0,8.0,5.0,0.0,1.0
Cass,2020-08-07,22,22,0,268,1001,1001,0,1025.0,1025.0,0.0,16,2.0,2.0,0.0,128.0,1.0,6.0,6.0,2.0,4.0,1.0,0.0,2.0,0.0
Cavalier,2020-08-07,0,0,0,9,51,51,0,55.0,55.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickey,2020-08-07,0,0,0,50,65,65,0,69.0,69.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Divide,2020-08-07,0,0,0,1,65,65,0,65.0,65.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dunn,2020-08-07,0,0,0,7,13,13,0,13.0,13.0,0.0,1,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy,2020-08-07,1,1,0,6,130,130,0,138.0,138.0,0.0,2,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Emmons,2020-08-07,0,0,0,2,6,6,0,6.0,6.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster,2020-08-07,0,0,0,6,17,17,0,17.0,17.0,0.0,1,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Valley,2020-08-07,0,0,0,1,3,3,0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Forks,2020-08-07,9,9,0,152,420,420,0,502.0,502.0,0.0,11,0.0,0.0,0.0,43.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0
Grant,2020-08-07,0,0,0,1,5,5,0,5.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griggs,2020-08-07,2,2,0,6,15,15,0,17.0,17.0,0.0,1,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hettinger,2020-08-07,0,0,0,3,3,3,0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kidder,2020-08-07,0,0,0,0,1,1,0,2.0,2.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaMoure,2020-08-07,0,0,0,5,54,54,0,54.0,54.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan,2020-08-07,0,0,0,4,8,8,0,8.0,8.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McHenry,2020-08-07,0,0,0,10,19,19,0,20.0,20.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
McIntosh,2020-08-07,2,2,0,9,19,19,0,20.0,20.0,0.0,0,0.0,2.0,0.0,15.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
McKenzie,2020-08-07,3,3,0,25,109,109,0,115.0,115.0,0.0,2,0.0,2.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0
McLean,2020-08-07,8,8,0,26,59,59,0,62.0,62.0,0.0,1,2.0,3.0,0.0,31.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0
Mercer,2020-08-07,2,2,0,25,55,55,0,73.0,73.0,0.0,1,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Morton,2020-08-07,24,24,0,94,377,377,0,391.0,391.0,0.0,10,2.0,6.0,0.0,92.0,1.0,0.0,5.0,2.0,1.0,6.0,3.0,4.0,2.0
Mountrail,2020-08-07,6,6,0,91,190,190,0,196.0,196.0,0.0,4,0.0,3.0,0.0,19.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
Nelson,2020-08-07,1,1,0,11,23,23,0,29.0,29.0,0.0,2,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Oliver,2020-08-07,0,0,0,1,2,2,0,2.0,2.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pembina,2020-08-07,0,0,0,4,17,17,0,19.0,19.0,0.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierce,2020-08-07,0,0,0,7,48,48,0,49.0,49.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ramsey,2020-08-07,3,3,0,31,62,62,0,81.0,81.0,0.0,3,0.0,0.0,0.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
Ransom,2020-08-07,1,1,0,5,78,78,0,80.0,80.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Renville,2020-08-07,0,0,0,2,5,5,0,5.0,5.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Richland,2020-08-07,1,1,0,23,34,34,0,34.0,34.0,0.0,3,0.0,4.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rolette,2020-08-07,9,9,0,66,106,106,0,108.0,108.0,0.0,2,0.0,1.0,0.0,34.0,0.0,3.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0
Sargent,2020-08-07,0,0,0,9,36,36,0,37.0,37.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sheridan,2020-08-07,0,0,0,1,2,2,0,2.0,2.0,0.0,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sioux,2020-08-07,16,16,0,84,186,186,0,187.0,187.0,0.0,1,0.0,3.0,0.0,22.0,4.0,6.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0
Slope,2020-08-07,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stark,2020-08-07,11,11,0,136,255,255,0,262.0,262.0,0.0,12,0.0,2.0,0.0,73.0,1.0,0.0,2.0,3.0,4.0,0.0,0.0,1.0,0.0
Steele,2020-08-07,0,0,0,1,4,4,0,5.0,5.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stutsman,2020-08-07,1,1,0,18,89,89,0,92.0,92.0,0.0,3,0.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Towner,2020-08-07,0,0,0,0,5,5,0,5.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Traill,2020-08-07,2,2,0,10,64,64,0,67.0,67.0,0.0,3,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Unknown,2020-08-07,0,0,0,19,27,27,0,27.0,27.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Walsh,2020-08-07,0,0,0,16,41,41,0,57.0,57.0,0.0,1,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ward,2020-08-07,12,12,0,185,296,296,0,300.0,300.0,0.0,5,0.0,2.0,0.0,46.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0
Wells,2020-08-07,0,0,0,14,20,20,0,22.0,22.0,0.0,2,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Williams,2020-08-07,6,6,0,74,131,131,0,134.0,134.0,0.0,6,0.0,1.0,0.0,48.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0
Adams,2020-08-08,0,0,0,1,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barnes,2020-08-08,0,0,0,67,157,157,0,157.0,157.0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benson,2020-08-08,2,2,0,5,21,21,0,23.0,23.0,0.0,6,1.0,7.0,0.0,48.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Billings,2020-08-08,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bottineau,2020-08-08,1,1,0,16,27,27,0,27.0,27.0,0.0,3,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bowman,2020-08-08,0,0,0,1,3,3,0,3.0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burke,2020-08-08,0,0,0,2,3,3,0,3.0,3.0,0.0,1,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Burleigh,2020-08-08,28,28,0,91,1321,1321,0,1344.0,1344.0,0.0,30,3.0,13.0,0.0,221.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,3.0,4.0
Cass,2020-08-08,12,12,0,180,579,579,0,597.0,597.0,0.0,14,0.0,2.0,0.0,126.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,1.0,1.0
Cavalier,2020-08-08,0,0,0,1,21,21,0,22.0,22.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dickey,2020-08-08,1,1,0,21,27,27,0,27.0,27.0,0.0,1,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Divide,2020-08-08,0,0,0,0,3,3,0,3.0,3.0,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dunn,2020-08-08,0,0,0,4,5,5,0,5.0,5.0,0.0,1,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddy,2020-08-08,0,0,0,4,40,40,0,41.0,41.0,0.0,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmons,2020-08-08,0,0,0,1,4,4,0,4.0,4.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foster,2020-08-08,0,0,0,1,13,13,0,13.0,13.0,0.0,2,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Golden Valley,2020-08-08,0,0,0,0,1,1,0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grand Forks,2020-08-08,7,7,0,73,353,353,0,405.0,405.0,0.0,2,0.0,0.0,0.0,48.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0
Grant,2020-08-08,0,0,0,0,2,2,0,2.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Griggs,2020-08-08,0,0,0,3,125,125,0,126.0,126.0,0.0,4,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hettinger,2020-08-08,0,0,0,3,7,7,0,7.0,7.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
